views_reg_text,data 
"38 RU Уважаемые аспиранты БИТ которые не прошли межфакультетскую аттестацию!  Пересдача межфакультетской аттестации состоится 26 ноября в 15:00 по адресу ул. Ломоносова, д. 9, ауд. 1610 или 1603",Опубликовано: 05.11.2019 Раздел: Образование Опубликовала: Грачева М.В. Подразделение: отдел международной аспирантуры и докторантуры Теги: аспирантурабитмежфакультетская аттестацияпересдача
"34 RU Уважаемые аспиранты ФТМИ которые не прошли межфакультетскую аттестацию!  Пересдача межфакультетской аттестации состоится 20 ноября в 17:00 по адресу ул. Чайковского, д.11/2, ауд. 320",Опубликовано: 05.11.2019 Раздел: Образование Опубликовала: Грачева М.В. Подразделение: отдел международной аспирантуры и докторантуры Теги: аспирантурамежфакультетская аттестацияпересдачафтми
"24 RU Уважаемые аспиранты ИТиП которые не прошли межфакультетскую аттестацию!  Пересдача межфакультетской аттестации состоится 15 ноября в 17:00 по адресу Биржевая линия 4, каб. 418 Б",Опубликовано: 05.11.2019 Раздел: Образование Опубликовала: Грачева М.В. Подразделение: отдел международной аспирантуры и докторантуры Теги: аспирантураитипмежфакультетская аттестацияпересдача
"39 RU Уважаемые аспиранты БТИНС которые не прошли межфакультетскую аттестацию!  Пересдача межфакультетской аттестации состоится 14 ноября в 11:00 по адресу ул. Ломоносова, д. 9, ауд. 1206",Опубликовано: 05.11.2019 Раздел: Образование Опубликовала: Грачева М.В. Подразделение: отдел международной аспирантуры и докторантуры Теги: аспирантурабтинсмежфакультетская аттестацияпересдача
"71 RU Уважаемые аспиранты МФ Фотоники, которые не прошли межфакультетскую аттестацию!  Пересдача межфакультетской аттестации состоится 13 ноября с 15:00, по адресу пер. Гривцова, д. 14, ауд. 312.  Явка аспирантов только с научным руководителем!  Убедительная просьба отправлять презентации на почту fotonikaattest@gmail.com, крайний срок – 11 ноября, до 15:00",Опубликовано: 05.11.2019 Раздел: Образование Опубликовала: Грачева М.В. Подразделение: отдел международной аспирантуры и докторантуры Теги: аспирантурамегафакультет фотоникимежфакультетская аттестацияпересдача
"15 RU Уважаемые аспиранты ИКТ которые не прошли межфакультетскую аттестацию!  Пересдача межфакультетской аттестации состоится 13 ноября в 16:00 по адресу Биржевая линия 14, каб. 303",Опубликовано: 05.11.2019 Раздел: Образование Опубликовала: Грачева М.В. Подразделение: отдел международной аспирантуры и докторантуры Теги: аспирантураиктмежфакультетская аттестацияпересдача
"57 RU Определены финалисты конкурса бизнес-идей, научно-технических разработок и научно-исследовательских проектов под девизом «Молодые, дерзкие, перспективные»  Финалисты конкурса осуществят публичную презентацию работ перед Жюри конкурса 14 ноября 2019 года (место и время уточняется). 11 ноября будет информативная встреча (место и время уточняется). Жюри определят победителей конкурса по номинациям.  В каждой номинации Жюри имеет право определить по три победителя (1, 2 и 3 место). Победителям конкурса присуждаются премии Правительства Санкт-Петербурга в размере: 100 тыс. руб. – за первое место; 60 тыс. руб. – за второе место; 40 тыс. руб.- за третье место.  Подробная информация выложена на сайте КНШВ Прикрепленные файлы Список финалистов 20,80 КБ",Опубликовано: 05.11.2019 Раздел: Разное Опубликовала: Елисеева В.В. Подразделение: информационно-аналитический отдел
"39 RU Открываем форму регистрации заявок на проведение мероприятий на базе УСОЦ ""Ягодное"" в 2020 году.  Учебно-спортивно-оздоровительный центр «Ягодное» Университета ИТМО: это открытая площадка для международных, федеральных и межвузовских проектов, где создаются удивительные и действительно рабочие инструменты для развития социума. Место для обучения, развития и обмена опытом; это пространство для неформального общения, вдохновения и рождения новых идей. Место, где встречаются люди из разных поколений, разных специальностей и чувствуют себя комфортно, как дома. Здесь есть дома со всеми удобствами, столовая с тёплым полом и видом на озеро, баскетбольные и волейбольные площадки, футбольное поле, беговая дорожка, спортивный зал и скалодром, виндсёрфинг и лодки, баня и учебные классы.     Организаторы выездов активов, факультетов, спортивных сборов, турслётов, адаптеров, корпоративов и т.д. - скорее оставляйте заявку.  Для регистрации необходимо заполнить форму   Если вы хотите провести мероприятие, но не знаете точных дат, всё равно регистрируйтесь, потом вписаться в график будет сложно.   Заявки принимаются до 1 декабря 2019 года.  По всем вопросам пишите: yagodnoe@itmo.ru , yagodnoe.itmo.ru  #Ягодное_ИТМО #ИТМО #ITMO #Ягодное #itmostudents #yagodnoe #yagodnocamp","Опубликовано: 04.11.2019 Раздел: Разное Опубликовала: Усикова Ю.А. Подразделение: Учебно-спортивно-оздоровительный центр ""Ягодное"" Теги: важноеягодное"
"26 RU 1 ноября сотрудники факультета ПИиКТ и Центра Юзабилити и Смешанной Реальности выступили с докладами на научно-практической конференции в рамках V Международной Ассамблеи Анимации в СПГХПА им. Штиглица.  Директор ЦЮиСР Артём Смолин выступил с вступительной речью на открытии Ассамблеи. Между Университетом ИТМО и Академией Штиглица имеется договор о сотрудничестве в области образования и науки.  Инженер ЦЮиСР и старший преподаватель факультета ПИиКТ Алексей Лавров представил новые результаты в докладе ""Исследование рабочей области системы захвата движений OptiTrack Prime13"". Такая система появилась на факультете ПИиКТ осенью этого года и сейчас размещена в Центре Юзабилити и Смешанной Реальности, чтобы студенты факультета могли использовать её в своих исследованиях и разработках. Согласно произведённым расчётам, рабочее пространство, в котором захват движений человека осуществляется с высоким качеством при имеющейся конфигурации системы, имеет площадь 2х3 метра и высоту до 2 метров. Уже сейчас система захвата движений активно используется магистрантами второго курса направления ""Мультимедиа-технологии, дизайн и юзабилити"" для создания анимации на занятиях по дисциплине ""Технологии захвата движений"". В дальнейшем планируется совместить OptiTrack Prime13 с имеющимся в ЦЮиСР оборудованием VR и AR и создать комплекс смешанной реальности, дающий новый уровень физического взаимодействия с объектами в виртуальной реальности. Исследования технологий захвата движений ведутся в ЦЮиСР с 2014 года.  Также на Ассамблее Анимации прозвучали доклады сотрудников факультета ПИиКТ Сысоевой Е.К. и Корпан Л.М. ""Использование виртуальных музеев дизайна в образовательном процессе"", и доклад Смолина А.А., Сопроненко Л.П., Лавровой А.В. и Лаврова А.В. ""Информационно-мультимедийная система «Виртуальный Музей Русского Стиля»"". Все участники конференции могли ознакомиться с новейшей версией этой разработки в шлеме виртуальной реальности в демо-зоне Ассамблеи.",Опубликовано: 04.11.2019 Раздел: Наука и инновации Опубликовал: Лавров А.В. Подразделение: центр юзабилити и смешанной реальности
"77 RU Уважаемые коллеги! Сообщаем Вам, что прием заявок на конференцию «Программная инженерия и компьютерная техника» (Майоровские чтения) (The Majorov International Conference on Software Engineering and Computer Systems, MICSECS-2019) продлен до 10 ноября 2019 года. Подробную информацию можно получить на сайте http://micsecs.org/ Мероприятие пройдет 12 и 13 декабря 2019 года в пространстве «Точка кипения» по адресу г. Санкт-Петербург, пр. Медиков, д. 3, стр. А.",Опубликовано: 04.11.2019 Раздел: Наука и инновации Опубликовала: Болдырева Е.А. Подразделение: факультет программной инженерии и компьютерной техники Теги: безопасность вычислительных системвизуализациявиртуальная реальностьвычислительные сетипрограммная инженерия
"50 RU В качестве консультантов выступали Луковникова Наталья Михайловна и Андреев Иннокентий Борисович из Центра научно-технологического форсайта Университета ИТМО. Студенты Института дизайна и урбанистики разбирали такие важные темы, как «Геймификация в образовании», «Цифровая трансформация здравоохранения», «Влияние интенсивности дорожного движения на городскую жизнь» и «IOT для Smart Sity». Участники деловой игры выявляли тренды развития технологий, угрозы и возможности решения возникающих проблем по направлениям цифровых трансформаций. По теме «Геймификация в образовании» выступили Трофим Кремень и Стелла Мослем. Георгий Панфилов и Денис Бакаляр представили результаты работы команды, изучающей тему «Цифровая трансформация здравоохранения». Тему «Влияние интенсивности дорожного движения на городскую жизнь» представили Данил Чибриков и Артем Костылев. По результатам проработки темы «IOT для Smart Sity» выступили Юлия Рябысько и Юлия Пестова. Благодаря учебной форсайт-сессии студенты убедились, что мозговой штурм является ключевым элементом коллективной работы. Совместная деятельность участников, каждый из которых имеет своё видение ситуации и знания, образует эффект, который усиливает результат поиска решений. «Прошлая форсайт-сессия была чем-то вроде нового формата занятий, не совсем привычного, но в этом и была ее особенность. Это была хорошая тренировка работы в команде при серьезно ограниченном времени публичных выступлений. При этом, я не сказал бы, что рапид форсайт - это глубокая проработка вопроса из-за ограничения рабочей области и отведённого на каждое задание времени. Я не уверен, что результат данной форсайт-сессии может быть полностью применим в дальнейшей работе по теме, но она полезна своей интерактивностью» - прокомментировал руководитель группы «Геймификация в образовании» Кремень Трофим. Форсайт-сессия и деловая игра проводились 31 октября 2019 г. в рамках дисциплины ""Социальная информатика"" (автор курса Андрей Владимирович Чугунов, директор Центра технологий электронного правительства ИДУ Университета ИТМО)",Опубликовано: 03.11.2019 Раздел: Образование Опубликовала: Смирнова П.В. Подразделение: центр технологий электронного правительства
"53 RU Подведены итоги конкурсов на право получения именных стипендий Правительства Санкт-Петербурга студентам образовательных организаций высшего образования и среднего профессионального образования. Победителями конкурса в 2019 году стали 11 студентов из Университета ИТМО, среди которых трое  - сотрудники лаборатории ""Терагерцовая биомедицина"", магистранты мегафакультета Фотоники Егор Литвинов, Максим Масюков и Петр Демченко.                   Конкурс проводится ежегодно Комитетом по науке и высшей школе в соответствии с постановлением Правительства Санкт-Петербурга от 30.08.2012 № 921 «О именных стипендиях Правительства Санкт-Петербурга студентам образовательных организаций высшего образования и среднего профессионального образования». Указанным постановлением учреждены следующие именные стипендии: 310 именных стипендий Правительства Санкт-Петербурга студентам образовательных организаций высшего образования и профессиональных образовательных организаций, в том числе: 217 - студентам вузов, из них 15 - студентам из числа соотечественников стран Балтии и 10 - студентам из числа детей-сирот, детей, оставшихся без попечения родителей, лиц из числа детей-сирот и детей, оставшихся без попечения родителей; 79 – студентам профессиональных образовательных организаций; 2 - в сфере гуманитарных наук имени Г.В. Старовойтовой для студентов вузов; 10 - в области языкознания и литературоведения имени Д.А.Гранина для студентов вузов; 1 - в области музыкального искусства имени А.П. Петрова для студентов вузов; 1 - в области музыкального искусства имени А.П. Петрова для студентов профессиональных образовательных организаций. Стипендии назначены на конкурсной основе распоряжением Комитета по науке и высшей школе от 28.10.2019 № 190  с 01.09.2019 на 12 месяцев. В 2019 году победителями конкурса на право получения именных стипендий Правительства Санкт-Петербурга студентам образовательных учреждений высшего образования и среднего профессионального образования стали 252 студента из 44 государственных образовательных организаций высшего образования Санкт-Петербурга и 4 негосударственных образовательных организаций высшего образования Санкт-Петербурга (230 студентов, обучающихся по программам высшего образования, и 22 студента, обучающихся по программам среднего профессионального образования - программам подготовки специалистов среднего звена), а также 58 студентов из 42 профессиональных образовательных организаций Санкт-Петербурга.  С полным списком победителей конкурса можно ознакомится здесь.","Опубликовано: 01.11.2019 Раздел: Достижения Опубликовала: Возианова А. Подразделения: факультет фотоники и оптоинформатики, Международная научная лаборатория лучевой медицины Теги: достиженияименные стипендии кнвшнаукафотоника"
"20 RU Уважаемые аспиранты ИДУ, которые не прошли межфакультетскую аттестацию!  Пересдача межфакультетской аттестации Института дизайна и урбанистики состоится 12 ноября в 16:00 по адресу Биржевая линия 14, каб. 506",Опубликовано: 01.11.2019 Раздел: Образование Опубликовала: Грачева М.В. Подразделение: отдел международной аспирантуры и докторантуры Теги: аспирантураидумежфакультетская аттестацияпересдача
"64 RU Уважаемые аспиранты Факультета ПИКТ, которые не прошли межфакультетскую аттестацию!  Пересдача межфакультетской аттестации ПИКТ состоится 11 и 18 ноября с 12:00 до 14:00 по адресу Кронверкский пр., д.49, ауд. 367",Опубликовано: 01.11.2019 Раздел: Образование Опубликовала: Грачева М.В. Подразделение: отдел международной аспирантуры и докторантуры Теги: аспирантурамежфакультетская аттестацияпересдачапикт
"29 RU Уважаемые аспиранты СУиР, которые не прошли межфакультетскую аттестацию!  Пересдача межфакультетской аттестации состоится 07 ноября в 15:20 по адресу Кронверкский пр., д.49, ауд. 577",Опубликовано: 01.11.2019 Раздел: Образование Опубликовала: Грачева М.В. Подразделение: отдел международной аспирантуры и докторантуры Теги: аспирантурамежфакультетская аттестацияпересдачасуир
"230 RU Сегодня 01.11.2019г. в 11 часов отпевание и похороны Полотайко Сергея Васильевича в часовне на кладбище жертв 9-го января. Прикрепленные файлы Polotaiko s v 2 116,24 КБ",Опубликовано: 01.11.2019 Раздел: Разное Опубликовал: Разин Е.Г. Подразделение: отдел мультимедиа обеспечения учебного процесса
"67 RU Приглашение на «День П.С.Строганова и его дома».       31 октября 2019 года в 18 часов в здании факультета технологического менеджмента и инноваций (ул. Чайковского, 11/2)  Центр социальных и гуманитарных знаний Университета ИТМО в рамках открытого лектория «Строгановская кафедра» проводят очередную  акцию «День П. С. Строганова и его дома».     О династии Строгановых, П.С.Строганове и его доме расскажут Кузнецов Сергей Олегович, доктор исторических наук, заведующий научным сектором Строгановского дворца Государственного Русского музея, Серова Надежда Александровна, заведующая библиотекой Государственного Эрмитажа, а также Жиркова Галина Петровна, к.п.н., доцент, директор Центра социальных и гуманитарных знаний Университета ИТМО и сотрудники Центра – Вычеров Дмитрий Александрович, Мартынова Дарья Олеговна.   Акция является продолжением деятельности по изучению наследия П.С.Строганова-государственного деятеля, коллекционера, мецената и его особняка как объекта историко-культурного наследия.     13 октября 2019 года в Эрмитаже закрылась выставка «Забытый русский меценат. Собрание графа Павла Сергеевича Строганова». На экскурсии по выставке побывала представительная группа преподавателей и сотрудников Университета ИТМО.     Интерес к выставке со стороны Университета ИТМО не случаен. Великолепная коллекция П.С.Строганова, некогда размещалась в его доме на Сергиевской улице (ныне ул. Чайковского, 11/2), построенном в 1857-1859 годах по проекту архитектора И. А. Монигетти. В настоящее время здесь располагается факультет технологического менеджмента и инноваций Университета ИТМО.    Благодаря выставке зрители смогли представить, как выглядели интерьеры дома П.С.Строганова. В экспозиции были представлены хранящиеся в эрмитажном собрании акварели Жюля Мейблюма, зафиксировавшие большинство интерьеров строгановского дома. В июне 2019 года сотрудники Центра социальных и гуманитарных знаний Университета ИТМО с разрешения Государственного Эрмитажа  открыли в доме П.С.Строганова экспозицию фотокопий акварелей Ж. Мейблюма и работ фотографа И. Бианки, изображающих интерьеры особняка.    Участники мероприятия смогут познакомиться с экспозицией, а также побывать на экскурсии по сохранившимся историческим интерьерам особняка.   Для участия в мероприятии необходимо пройти регистрацию по ссылке: https://docs.google.com/forms/d/e/1FAIpQLScFz0cxMT6BcaxDyTsZfL81oBEV5xEiMaMXRSgKKjIzTEdDOQ/viewform   ВНИМАНИЕ! Если для участия в мероприятии регистрируется не сотрудник Университета ИТМО, то необходимо указать паспортные данные и иметь при себе документ для прохода в здание.   Жиркова Галина Петровна, к.п.н., доцент, директор Центра социальных и гуманитарных знаний Университета ИТМО  ",Опубликовано: 28.10.2019 Раздел: Образование Опубликовала: Мартынова Д.О. Подразделение: центр социальных и гуманитарных знаний Теги: СтрогановФТМИЦентр социальных и гуманитарных знанийЧайковскогоакциявыставкаисторияоткрытый лекторийчеллендж
"35 RU Центр технологий электронного правительства в рамках реализации научного гранта РФФИ  № 18-311-20001 «Исследование киберсоциального доверия в контексте использования и отказа от информационных технологий» провел опрос жителей Петербурга о доверии информационным технологиям в различных сферах. В опросе приняли участие 600 человек среди пользователей услуг многофункциональных центров (МФЦ). Результаты исследования продемонстрировали сложность и многоаспектность концепта «доверие» применительно к использованию новых технологий.  При этом доверие моет варьироваться от одной сферы к другой, от одного приложения/сайта/информационной системы к другой и т.д. В рамках гранта РФФИ № 18-311-20001 были исследованы факторы, влияющие на конструирование киберсоциального доверия. В результате факторного анализа было выделено три группы таких факторов: 1.       Институциональное доверие, или доверие к организациям, действующим онлайн. 2.       Транзакционное доверие, или доверие к правилам и процедурам взаимодействия в сети. 3.       Информационное доверие, или доверие к получению услуги и информации. Подробные результаты опроса могут быть предоставлены по запросу. ",Опубликовано: 10.10.2019 Раздел: Наука и инновации Опубликовал: Тропников А.С. Подразделение: центр технологий электронного правительства Теги: ДовериеМФЦЦТЭПисследование
"242 RU Центр Авторизованного Обучения Университета ИТМО   проводит  обучение  по Авторизованному курсу Microsoft для студентов 1 курса магистратуры образовательной программы ""Интеллектуальные технологии в телекоммуникациях"" : #40561 Microsoft Cloud Workshop: Machine Learning.  В Программе: 1.      Работа с группой средств разработки и реализации решения, объединяющего Azure Databricks со службой машинного обучения Azure для построения, обучения и развертывания моделей машинного и глубокого обучения. 2.     Использование автоматизированного машинного обучения. 3.     Управление жизненным циклом модели от обучения до развертывания в пакетных сценариях и сценариях вывода в реальном времени. 4.     Создание модели глубокого обучения для обработки естественного языка (NLP) в классификации текста и прогнозировании по данным временных рядов. 5.      Сравнение данных с PyTorch и Keras для глубокого обучения. Обучение будет проводиться 23 октября и 6 ноября, с 18-30 до 21-50 по адресу: ул. Гастелло д. 12 ауд. 304.  Организационное собрание состоится 16 октября в 18-00 по адресу: ул. Гастелло д 12 ауд. 304.  Количество мест ограничено.  Прикрепленные файлы Machine learning 49,11 КБ",Опубликовано: 08.10.2019 Раздел: Образование Опубликовала: Зудилова Т.В. Подразделение: факультет инфокоммуникационных технологий
"56 RU В сентябре 2019 г. в рамках программы ""Остроградский"", Посольство Франции в России присудило гранты аспирантам из российских ВУЗов и научных организаций. Одним из победителей стипендии ""Остроградский"" стала аспирант факультета пищевых биотехнологий и инженерии, инженер МНЦ «Биотехнологии третьего тысячелетия» Университета ИТМО Дарья Владимировна Кузнецова. Стипендиальная программа ""Остроградский"" направленна на оказание поддержки мобильности молодых ученых, осуществляющих исследовательскую деятельность во Франции по приглашению высшего учебного заведения. Напомним, что исследования Дарьи направлены на изучение биологической ценности масел, полученных из семян чиа растения Salvia hispanica L., их влияния на здоровье человека и возможность внесения растительных масел в пищевые продукты.  Поздравляем Дарью и желаем ей дальнейших успехов в реализации проекта!","Опубликовано: 01.10.2019 Раздел: Достижения Опубликовала: Чечеткина А.Ю. Подразделение: международный научный центр ""Биотехнологии третьего тысячелетия"" Теги: МНЦ БТТФПБИгрантыгранты победительфункциональные продукты"
"130 RU Уважаемые коллеги!  Российский научный фонд начал прием заявок сразу на два конкурса по приоритетному направлению деятельности Российского научного фонда «Проведение фундаментальных научных исследований и поисковых научных исследований международными научными коллективами» В рамках конкурса будут поддержаны фундаментальные и поисковые научные исследования международных научных коллективов. Рассчитывать на финансирование смогут только те коллективы, которым удастся получить положительную оценку экспертов обеих стран. Трехлетние научные проекты планируются к реализации в 2021–2023 годах.  Совместный конкурс РНФ 43 с Немецким научно-исследовательским сообществом (DFG) проводится организациями уже в пятый раз. В конкурсе могут принять участие исследования по всем отраслям знаний из классификатора Фонда. Печатные экземпляры заявок принимаются до 1 декабря 2019 года.  Совместный конкурс РНФ 44 с Национальным исследовательским агентством Франции (ANR) проводится организациями во второй раз. В текущем конкурсе могут принять участие проекты в области математики и наук о Земле. Печатные экземпляры заявок принимаются до 1 апреля 2020 года. Обращаем Ваше внимание, что для участия в данном конкурсе, зарубежный научный коллектив должен подать предварительную заявку на реализацию совместного проекта (pre-proposal) на сайте ANR не позднее 24 октября 2019 года.  Объём финансирования по обоим конкурсам составляет от 4 до 6 миллионов рублей в год. Результаты конкурсов будут подведены в октябре 2020 года.   Подробная информация о конкурсах представлена в разделе ""Конкурсы"" официального сайта РНФ.  __________________________________________________ Для участия в конкурсе необходимо внести сведения о Вашей заявке в систему ""СППД/Руководитель проекта"" (ИСУ/Личный кабинет/Центр приложений/СППД/Руководитель проекта/ Заявки/Подать заявку). После заполнения информации в карточке заявки (заполнить информацию/сформировать заявку) забронируйте дату и время для ее сбора и сшивки. Напоминаем, что для качественной проверки заявку в электронном виде следует прислать по электронной почте за 3-4 рабочих дня до даты бронирования. _________________________________________________ По всем вопросам, связанным с участием в указанном конкурсе обращайтесь в отдел ИСОК (Кронверкский пр. 49, ауд. 213) Начальник отдела ИСОК - Маркина Галина Леонидовна Телефон 8(812)233-58-95, e-mail: gleomarg@mail.ru  ",Опубликовано: 09.09.2019 Раздел: Наука и инновации Опубликовала: Андреева Я.М. Подразделение: отдел информационного сопровождения открытых конкурсов для гос. и муниц. нужд
"255 RU Дорогие первокурсники!   В этом учебном году для вас мы предлагаем дисциплину «НАВИГАЦИЯ ПО КУЛЬТУРЕ САНКТ-ПЕТЕРБУРГА». Этот курс разработан для того, чтобы сделать для вас Санкт-Петербург более понятным и близким, чтобы вы узнали его историю, традиции и современную жизнь, почувствовали его ментальность и неповторимый «петербургский стиль». Курс спроектирован таким образом, что каждый студент сможет составить для себя  соответствующий его запросам интересный тематический петербургский маршрут, найдет своё «пространство комфорта» в культурном пространстве мегаполиса.  Записаться на курс можно по ссылке: https://docs.google.com/forms/d/e/1FAIpQLSchbp36qI_Q8cvXxUx9ACaZsvgQ0E7uCSqJ2PjPGoLiQtb0vg/viewform",Опубликовано: 09.09.2019 Раздел: Образование Опубликовала: Мартынова Д.О. Подразделение: центр социальных и гуманитарных знаний Теги: социокультурное проектированиеЦСиГЗнавигация по культуре санкт-петербургасанкт-петербургсоциокультурное проектирование
"73 RU Сотрудникам МНЦ «Биотехнологии третьего тысячелетия» и студентам мегафакультета биотехнологий и низкотемпературных систем Университета ИТМО одобрена заявка на грант ERASMUS + по программе Европейского Союза, направленной на поддержку сотрудничества в области образования и профессионального обучения. Основные цели программы ERASMUS+ - повышение качества образования, развитие мобильности и культурных связей студентов Европейских стран. Заявка на грант ERASMUS+ была одобрена между Университетом ИТМО и Эстонским Университетом наук о жизни (Estonian University of Life Sciences, Tartu) в рамках тематик, таких как Food processing, Chemical engineering and processing на период 01.08.2019 - 31.07.2022 гг. Программа предоставит возможность обучаться, проходить стажировку студентам и преподавателям Университета ИТМО на базе Estonian University of Life Sciences.","Опубликовано: 16.08.2019 Раздел: Разное Опубликовала: Чечеткина А.Ю. Подразделение: международный научный центр ""Биотехнологии третьего тысячелетия"" Теги: Estonian University of Life SciencesБиотехнологии третьего тысячелетияМНЦ БТТсотрудничество"
